,Country,year,life_expectancy
940,Antigua and Barbuda,1805,33.5
941,Argentina,1805,33.2
942,Armenia,1805,34.0
943,Australia,1805,34.0
944,Austria,1805,34.4
945,Azerbaijan,1805,29.2
946,Bahamas,1805,35.2
947,Bahrain,1805,30.3
948,Bangladesh,1805,25.5
949,Barbados,1805,32.1
950,Belarus,1805,36.2
951,Belgium,1805,40.0
952,Belize,1805,26.5
953,Benin,1805,31.0
954,Bhutan,1805,28.8
955,Bolivia,1805,33.0
956,Bosnia and Herzegovina,1805,35.1
957,Botswana,1805,33.6
958,Brazil,1805,32.0
959,Brunei,1805,29.2
960,Bulgaria,1805,36.0
961,Burkina Faso,1805,29.2
962,Burundi,1805,31.5
963,Cambodia,1805,35.0
964,Cameroon,1805,28.8
965,Canada,1805,39.0
966,Cape Verde,1805,33.8
967,Central African Republic,1805,30.0
968,Chad,1805,30.9
969,Chile,1805,32.0
970,China,1805,32.0
971,Colombia,1805,32.0
972,Comoros,1805,32.1
973,"Congo, Dem. Rep.",1805,31.6
974,"Congo, Rep.",1805,32.7
975,Costa Rica,1805,30.2
976,Cote d'Ivoire,1805,31.2
977,Croatia,1805,36.1
978,Cuba,1805,32.9
979,Cyprus,1805,38.5
980,Czech Republic,1805,35.0
981,Denmark,1805,43.0
982,Djibouti,1805,29.9
983,Dominica,1805,
984,Dominican Republic,1805,29.9
985,Ecuador,1805,32.9
986,Egypt,1805,33.0
987,El Salvador,1805,28.7
988,Equatorial Guinea,1805,29.8
989,Eritrea,1805,30.2
990,Estonia,1805,33.9
991,Ethiopia,1805,29.7
992,Fiji,1805,26.1
993,Finland,1805,39.8
994,France,1805,34.9
995,Gabon,1805,30.6
996,Gambia,1805,28.8
997,Georgia,1805,31.9
998,Germany,1805,38.4
999,Ghana,1805,28.0
1000,Greece,1805,36.6
1001,Grenada,1805,31.4
1002,Guatemala,1805,25.8
1003,Guinea,1805,29.6
1004,Guinea-Bissau,1805,32.0
1005,Guyana,1805,31.1
1006,Haiti,1805,29.0
1007,Honduras,1805,33.9
1008,Hungary,1805,36.0
1009,Iceland,1805,30.9
1010,India,1805,25.4
1011,Indonesia,1805,30.0
1012,Iran,1805,25.6
1013,Iraq,1805,31.2
1014,Ireland,1805,38.3
1015,Israel,1805,32.0
1016,Italy,1805,29.7
1017,Jamaica,1805,34.2
1018,Japan,1805,36.4
1019,Jordan,1805,31.7
1020,Kazakhstan,1805,26.2
1021,Kenya,1805,25.5
1022,Kiribati,1805,24.9
1023,Kuwait,1805,26.0
1024,Kyrgyz Republic,1805,23.9
1025,Lao,1805,31.9
1026,Latvia,1805,33.0
1027,Lebanon,1805,29.7
1028,Lesotho,1805,32.8
1029,Liberia,1805,31.1
1030,Libya,1805,33.1
1031,Lithuania,1805,28.9
1032,Luxembourg,1805,36.9
1033,"Macedonia, FYR",1805,36.1
1034,Madagascar,1805,30.5
1035,Malawi,1805,30.3
1036,Malaysia,1805,30.6
1037,Maldives,1805,32.6
1038,Mali,1805,26.4
1039,Malta,1805,28.7
1040,Marshall Islands,1805,
1041,Mauritania,1805,32.0
1042,Mauritius,1805,28.7
1043,Mexico,1805,26.9
1044,"Micronesia, Fed. Sts.",1805,26.7
1045,Moldova,1805,33.1
1046,Mongolia,1805,31.8
1047,Montenegro,1805,35.4
1048,Morocco,1805,33.1
1049,Mozambique,1805,30.3
1050,Myanmar,1805,30.8
1051,Namibia,1805,32.4
1052,Nepal,1805,32.8
1053,Netherlands,1805,39.9
1054,New Zealand,1805,34.0
1055,Nicaragua,1805,25.4
1056,Niger,1805,30.8
1057,Nigeria,1805,30.4
1058,North Korea,1805,26.0
1059,Norway,1805,44.3
1060,Oman,1805,32.3
1061,Pakistan,1805,25.8
1062,Palestine,1805,32.1
1063,Panama,1805,32.9
1064,Papua New Guinea,1805,31.5
1065,Paraguay,1805,35.5
1066,Peru,1805,35.7
1067,Philippines,1805,30.9
1068,Poland,1805,35.9
1069,Portugal,1805,35.6
1070,Qatar,1805,30.8
1071,Romania,1805,35.7
1072,Russia,1805,29.6
1073,Rwanda,1805,31.8
1074,Samoa,1805,25.4
1075,Sao Tome and Principe,1805,31.0
1076,Saudi Arabia,1805,32.1
1077,Senegal,1805,25.2
1078,Serbia,1805,35.5
1079,Seychelles,1805,37.0
1080,Sierra Leone,1805,25.1
1081,Singapore,1805,29.1
1082,Slovak Republic,1805,36.4
1083,Slovenia,1805,36.6
1084,Solomon Islands,1805,25.1
1085,Somalia,1805,29.4
1086,South Africa,1805,33.5
1087,South Korea,1805,25.8
1088,South Sudan,1805,26.7
1089,Spain,1805,29.5
1090,Sri Lanka,1805,32.6
1091,St. Lucia,1805,28.0
1092,St. Vincent and the Grenadines,1805,26.0
1093,Sudan,1805,31.4
1094,Suriname,1805,32.9
1095,Swaziland,1805,32.3
1096,Sweden,1805,41.0
1097,Switzerland,1805,38.0
1098,Syria,1805,31.1
1099,Tajikistan,1805,24.2
1100,Tanzania,1805,32.2
1101,Thailand,1805,30.4
1102,Timor-Leste,1805,28.9
1103,Togo,1805,31.3
1104,Tonga,1805,28.2
1105,Trinidad and Tobago,1805,32.9
1106,Tunisia,1805,28.8
1107,Turkey,1805,35.0
1108,Turkmenistan,1805,24.0
1109,Uganda,1805,25.3
1110,Ukraine,1805,36.6
1111,United Arab Emirates,1805,30.7
1112,United Kingdom,1805,42.3
1113,United States,1805,39.4
1114,Uruguay,1805,32.9
1115,Uzbekistan,1805,26.9
1116,Vanuatu,1805,24.3
1117,Venezuela,1805,32.2
1118,Vietnam,1805,32.0
1119,Yemen,1805,23.4
1120,Zambia,1805,32.6
1121,Zimbabwe,1805,33.7
1122,Afghanistan,1806,28.1
1123,Albania,1806,35.4
1124,Algeria,1806,28.8
1125,Andorra,1806,
1126,Angola,1806,27.0
1127,Antigua and Barbuda,1806,33.5
1128,Argentina,1806,33.2
1129,Armenia,1806,34.0
1130,Australia,1806,34.0
1131,Austria,1806,34.4
1132,Azerbaijan,1806,29.2
1133,Bahamas,1806,35.2
1134,Bahrain,1806,30.3
1135,Bangladesh,1806,25.5
1136,Barbados,1806,32.1
1137,Belarus,1806,36.2
1138,Belgium,1806,40.0
1139,Belize,1806,26.5
1140,Benin,1806,31.0
1141,Bhutan,1806,28.8
1142,Bolivia,1806,33.0
1143,Bosnia and Herzegovina,1806,35.1
1144,Botswana,1806,33.6
1145,Brazil,1806,32.0
1146,Brunei,1806,29.2
1147,Bulgaria,1806,36.1
1148,Burkina Faso,1806,29.2
1149,Burundi,1806,31.5
1150,Cambodia,1806,35.0
1151,Cameroon,1806,28.8
1152,Canada,1806,39.0
1153,Cape Verde,1806,33.8
1154,Central African Republic,1806,30.0
1155,Chad,1806,30.9
1156,Chile,1806,32.0
1157,China,1806,32.0
1158,Colombia,1806,32.0
1159,Comoros,1806,32.1
1160,"Congo, Dem. Rep.",1806,31.6
1161,"Congo, Rep.",1806,32.7
1162,Costa Rica,1806,30.2
1163,Cote d'Ivoire,1806,31.2
1164,Croatia,1806,36.1
1165,Cuba,1806,33.0
1166,Cyprus,1806,38.5
1167,Czech Republic,1806,35.0
1168,Denmark,1806,43.8
1169,Djibouti,1806,29.9
1170,Dominica,1806,
1171,Dominican Republic,1806,29.9
1172,Ecuador,1806,32.9
1173,Egypt,1806,33.0
1174,El Salvador,1806,28.7
1175,Equatorial Guinea,1806,29.8
1176,Eritrea,1806,30.2
1177,Estonia,1806,34.1
1178,Ethiopia,1806,29.7
1179,Fiji,1806,26.1
1180,Finland,1806,38.8
1181,France,1806,35.0
1182,Gabon,1806,30.6
1183,Gambia,1806,28.8
1184,Georgia,1806,31.9
1185,Germany,1806,38.4
1186,Ghana,1806,28.0
1187,Greece,1806,36.6
1188,Grenada,1806,31.4
1189,Guatemala,1806,25.8
1190,Guinea,1806,29.6
1191,Guinea-Bissau,1806,32.0
1192,Guyana,1806,31.1
1193,Haiti,1806,29.0
1194,Honduras,1806,33.9
1195,Hungary,1806,36.0
1196,Iceland,1806,45.8
1197,India,1806,25.4
1198,Indonesia,1806,30.0
1199,Iran,1806,25.6
1200,Iraq,1806,31.2
1201,Ireland,1806,38.3
1202,Israel,1806,32.0
1203,Italy,1806,29.7
1204,Jamaica,1806,34.2
1205,Japan,1806,36.4
1206,Jordan,1806,31.7
1207,Kazakhstan,1806,26.2
1208,Kenya,1806,25.5
1209,Kiribati,1806,24.9
1210,Kuwait,1806,26.0
1211,Kyrgyz Republic,1806,23.9
1212,Lao,1806,31.9
1213,Latvia,1806,33.0
1214,Lebanon,1806,29.7
1215,Lesotho,1806,32.8
1216,Liberia,1806,31.1
1217,Libya,1806,33.1
1218,Lithuania,1806,28.9
1219,Luxembourg,1806,36.9
1220,"Macedonia, FYR",1806,36.1
1221,Madagascar,1806,30.5
1222,Malawi,1806,30.3
1223,Malaysia,1806,30.6
1224,Maldives,1806,32.6
1225,Mali,1806,26.4
1226,Malta,1806,28.7
1227,Marshall Islands,1806,
1228,Mauritania,1806,32.0
1229,Mauritius,1806,28.7
1230,Mexico,1806,26.9
1231,"Micronesia, Fed. Sts.",1806,26.7
1232,Moldova,1806,33.1
1233,Mongolia,1806,31.8
1234,Montenegro,1806,35.4
1235,Morocco,1806,33.1
1236,Mozambique,1806,30.3
1237,Myanmar,1806,30.8
1238,Namibia,1806,32.4
1239,Nepal,1806,32.8
1240,Netherlands,1806,39.9
1241,New Zealand,1806,34.0
1242,Nicaragua,1806,25.4
1243,Niger,1806,30.8
1244,Nigeria,1806,30.4
1245,North Korea,1806,26.0
1246,Norway,1806,43.8
1247,Oman,1806,32.3
1248,Pakistan,1806,25.8
1249,Palestine,1806,32.1
1250,Panama,1806,32.9
1251,Papua New Guinea,1806,31.5
1252,Paraguay,1806,35.5
1253,Peru,1806,35.7
1254,Philippines,1806,30.9
1255,Poland,1806,35.9
1256,Portugal,1806,35.6
1257,Qatar,1806,30.8
1258,Romania,1806,35.7
1259,Russia,1806,29.6
1260,Rwanda,1806,31.8
1261,Samoa,1806,25.4
1262,Sao Tome and Principe,1806,31.0
1263,Saudi Arabia,1806,32.1
1264,Senegal,1806,25.2
1265,Serbia,1806,35.5
1266,Seychelles,1806,37.0
1267,Sierra Leone,1806,25.1
1268,Singapore,1806,29.1
1269,Slovak Republic,1806,36.4
1270,Slovenia,1806,36.6
1271,Solomon Islands,1806,25.1
1272,Somalia,1806,29.4
1273,South Africa,1806,33.5
1274,South Korea,1806,25.8
1275,South Sudan,1806,26.7
1276,Spain,1806,29.5
1277,Sri Lanka,1806,32.6
1278,St. Lucia,1806,28.0
1279,St. Vincent and the Grenadines,1806,26.0
1280,Sudan,1806,31.4
1281,Suriname,1806,32.9
1282,Swaziland,1806,32.3
1283,Sweden,1806,36.2
1284,Switzerland,1806,38.0
1285,Syria,1806,31.1
1286,Tajikistan,1806,24.2
1287,Tanzania,1806,32.2
1288,Thailand,1806,30.4
1289,Timor-Leste,1806,28.9
1290,Togo,1806,31.3
1291,Tonga,1806,28.2
1292,Trinidad and Tobago,1806,32.9
1293,Tunisia,1806,28.8
1294,Turkey,1806,35.0
1295,Turkmenistan,1806,24.0
1296,Uganda,1806,25.3
1297,Ukraine,1806,36.6
1298,United Arab Emirates,1806,30.7
1299,United Kingdom,1806,43.2
1300,United States,1806,39.4
1301,Uruguay,1806,32.9
1302,Uzbekistan,1806,26.9
1303,Vanuatu,1806,24.3
1304,Venezuela,1806,32.2
1305,Vietnam,1806,32.0
1306,Yemen,1806,23.4
1307,Zambia,1806,32.6
1308,Zimbabwe,1806,33.7
1309,Afghanistan,1807,28.1
1310,Albania,1807,35.4
1311,Algeria,1807,28.8
1312,Andorra,1807,
1313,Angola,1807,27.0
1314,Antigua and Barbuda,1807,33.5
1315,Argentina,1807,33.2
1316,Armenia,1807,34.0
1317,Australia,1807,34.0
1318,Austria,1807,34.4
1319,Azerbaijan,1807,29.2
1320,Bahamas,1807,35.2
1321,Bahrain,1807,30.3
1322,Bangladesh,1807,25.5
1323,Barbados,1807,32.1
1324,Belarus,1807,36.2
1325,Belgium,1807,40.1
1326,Belize,1807,26.5
1327,Benin,1807,31.0
1328,Bhutan,1807,28.8
1329,Bolivia,1807,33.0
1330,Bosnia and Herzegovina,1807,35.1
1331,Botswana,1807,33.6
1332,Brazil,1807,32.0
1333,Brunei,1807,29.2
1334,Bulgaria,1807,36.1
1335,Burkina Faso,1807,29.2
1336,Burundi,1807,31.5
1337,Cambodia,1807,35.0
1338,Cameroon,1807,28.8
1339,Canada,1807,39.0
1340,Cape Verde,1807,33.8
1341,Central African Republic,1807,30.0
1342,Chad,1807,30.9
1343,Chile,1807,32.0
1344,China,1807,32.0
1345,Colombia,1807,32.0
1346,Comoros,1807,32.1
1347,"Congo, Dem. Rep.",1807,31.6
1348,"Congo, Rep.",1807,32.7
1349,Costa Rica,1807,30.2
1350,Cote d'Ivoire,1807,31.2
1351,Croatia,1807,36.1
1352,Cuba,1807,33.2
1353,Cyprus,1807,38.5
1354,Czech Republic,1807,35.0
1355,Denmark,1807,42.6
1356,Djibouti,1807,29.9
1357,Dominica,1807,
1358,Dominican Republic,1807,29.9
1359,Ecuador,1807,32.9
1360,Egypt,1807,33.0
1361,El Salvador,1807,28.7
1362,Equatorial Guinea,1807,29.8
1363,Eritrea,1807,30.2
1364,Estonia,1807,34.3
1365,Ethiopia,1807,29.7
1366,Fiji,1807,26.1
1367,Finland,1807,36.6
1368,France,1807,34.2
1369,Gabon,1807,30.6
1370,Gambia,1807,28.8
1371,Georgia,1807,31.9
1372,Germany,1807,38.4
1373,Ghana,1807,28.0
1374,Greece,1807,36.6
1375,Grenada,1807,31.4
1376,Guatemala,1807,25.8
1377,Guinea,1807,29.6
1378,Guinea-Bissau,1807,32.0
1379,Guyana,1807,31.1
1380,Haiti,1807,29.0
1381,Honduras,1807,33.9
1382,Hungary,1807,36.0
1383,Iceland,1807,43.6
1384,India,1807,25.4
1385,Indonesia,1807,30.0
1386,Iran,1807,25.6
1387,Iraq,1807,31.2
1388,Ireland,1807,38.3
1389,Israel,1807,32.0
1390,Italy,1807,29.7
1391,Jamaica,1807,34.2
1392,Japan,1807,36.4
1393,Jordan,1807,31.7
1394,Kazakhstan,1807,26.2
1395,Kenya,1807,25.5
1396,Kiribati,1807,24.9
1397,Kuwait,1807,26.0
1398,Kyrgyz Republic,1807,23.9
1399,Lao,1807,31.9
1400,Latvia,1807,33.0
1401,Lebanon,1807,29.7
1402,Lesotho,1807,32.8
1403,Liberia,1807,31.1
1404,Libya,1807,33.1
1405,Lithuania,1807,28.9
1406,Luxembourg,1807,36.9
1407,"Macedonia, FYR",1807,36.1
1408,Madagascar,1807,30.5
1409,Malawi,1807,30.3
1410,Malaysia,1807,30.6
1411,Maldives,1807,32.6
1412,Mali,1807,26.4
1413,Malta,1807,28.7
1414,Marshall Islands,1807,
1415,Mauritania,1807,32.0
1416,Mauritius,1807,28.7
1417,Mexico,1807,26.9
1418,"Micronesia, Fed. Sts.",1807,26.7
1419,Moldova,1807,33.1
1420,Mongolia,1807,31.8
1421,Montenegro,1807,35.4
1422,Morocco,1807,33.1
1423,Mozambique,1807,30.3
1424,Myanmar,1807,30.8
1425,Namibia,1807,32.4
1426,Nepal,1807,32.8
1427,Netherlands,1807,39.9
1428,New Zealand,1807,34.0
1429,Nicaragua,1807,25.4
1430,Niger,1807,30.8
1431,Nigeria,1807,30.4
1432,North Korea,1807,26.0
1433,Norway,1807,41.8
1434,Oman,1807,32.3
1435,Pakistan,1807,25.8
1436,Palestine,1807,32.1
1437,Panama,1807,32.9
1438,Papua New Guinea,1807,31.5
1439,Paraguay,1807,35.5
1440,Peru,1807,35.7
1441,Philippines,1807,30.9
1442,Poland,1807,35.9
1443,Portugal,1807,35.6
1444,Qatar,1807,30.8
1445,Romania,1807,35.7
1446,Russia,1807,29.6
1447,Rwanda,1807,31.8
1448,Samoa,1807,25.4
1449,Sao Tome and Principe,1807,31.0
1450,Saudi Arabia,1807,32.1
1451,Senegal,1807,25.2
1452,Serbia,1807,35.5
1453,Seychelles,1807,37.0
1454,Sierra Leone,1807,25.1
1455,Singapore,1807,29.1
1456,Slovak Republic,1807,36.4
1457,Slovenia,1807,36.6
1458,Solomon Islands,1807,25.1
1459,Somalia,1807,29.4
1460,South Africa,1807,33.5
1461,South Korea,1807,25.8
1462,South Sudan,1807,26.7
1463,Spain,1807,29.5
1464,Sri Lanka,1807,32.6
1465,St. Lucia,1807,28.0
1466,St. Vincent and the Grenadines,1807,26.0
1467,Sudan,1807,31.4
1468,Suriname,1807,32.9
1469,Swaziland,1807,32.3
1470,Sweden,1807,38.8
1471,Switzerland,1807,38.0
1472,Syria,1807,31.1
1473,Tajikistan,1807,24.2
1474,Tanzania,1807,32.2
1475,Thailand,1807,30.4
1476,Timor-Leste,1807,28.9
1477,Togo,1807,31.3
1478,Tonga,1807,28.2
1479,Trinidad and Tobago,1807,32.9
1480,Tunisia,1807,28.8
1481,Turkey,1807,35.0
1482,Turkmenistan,1807,24.0
1483,Uganda,1807,25.3
1484,Ukraine,1807,36.6
1485,United Arab Emirates,1807,30.7
1486,United Kingdom,1807,40.0
1487,United States,1807,39.4
1488,Uruguay,1807,32.9
1489,Uzbekistan,1807,26.9
1490,Vanuatu,1807,24.3
1491,Venezuela,1807,32.2
1492,Vietnam,1807,32.0
1493,Yemen,1807,23.4
1494,Zambia,1807,32.6
1495,Zimbabwe,1807,33.7
1496,Afghanistan,1808,28.1
1497,Albania,1808,35.4
1498,Algeria,1808,28.8
1499,Andorra,1808,
1500,Angola,1808,27.0
1501,Antigua and Barbuda,1808,33.5
1502,Argentina,1808,33.2
1503,Armenia,1808,34.0
1504,Australia,1808,34.0
1505,Austria,1808,34.4
1506,Azerbaijan,1808,29.2
1507,Bahamas,1808,35.2
1508,Bahrain,1808,30.3
1509,Bangladesh,1808,25.5
1510,Barbados,1808,32.1
1511,Belarus,1808,36.2
1512,Belgium,1808,40.1
1513,Belize,1808,26.5
1514,Benin,1808,31.0
1515,Bhutan,1808,28.8
1516,Bolivia,1808,33.0
1517,Bosnia and Herzegovina,1808,35.1
1518,Botswana,1808,33.6
1519,Brazil,1808,32.0
1520,Brunei,1808,29.2
1521,Bulgaria,1808,36.1
1522,Burkina Faso,1808,29.2
1523,Burundi,1808,31.5
1524,Cambodia,1808,35.0
1525,Cameroon,1808,28.8
1526,Canada,1808,39.0
1527,Cape Verde,1808,33.8
1528,Central African Republic,1808,30.0
1529,Chad,1808,30.9
1530,Chile,1808,32.0
1531,China,1808,32.0
1532,Colombia,1808,32.0
1533,Comoros,1808,32.1
1534,"Congo, Dem. Rep.",1808,31.6
1535,"Congo, Rep.",1808,32.7
1536,Costa Rica,1808,30.2
1537,Cote d'Ivoire,1808,31.2
1538,Croatia,1808,36.1
1539,Cuba,1808,33.3
1540,Cyprus,1808,38.5
1541,Czech Republic,1808,35.0
1542,Denmark,1808,39.4
1543,Djibouti,1808,29.9
1544,Dominica,1808,
1545,Dominican Republic,1808,29.9
1546,Ecuador,1808,32.9
1547,Egypt,1808,33.0
1548,El Salvador,1808,28.7
1549,Equatorial Guinea,1808,29.8
1550,Eritrea,1808,30.2
1551,Estonia,1808,34.5
1552,Ethiopia,1808,29.7
1553,Fiji,1808,26.1
1554,Finland,1808,12.5
1555,France,1808,34.5
1556,Gabon,1808,30.6
1557,Gambia,1808,28.8
1558,Georgia,1808,31.9
1559,Germany,1808,38.4
1560,Ghana,1808,28.0
1561,Greece,1808,36.6
1562,Grenada,1808,31.4
1563,Guatemala,1808,25.8
1564,Guinea,1808,29.6
1565,Guinea-Bissau,1808,32.0
1566,Guyana,1808,31.1
1567,Haiti,1808,29.0
1568,Honduras,1808,33.9
1569,Hungary,1808,36.0
1570,Iceland,1808,43.5
1571,India,1808,25.4
1572,Indonesia,1808,30.0
1573,Iran,1808,25.6
1574,Iraq,1808,31.2
1575,Ireland,1808,38.3
1576,Israel,1808,32.0
1577,Italy,1808,29.7
1578,Jamaica,1808,34.2
1579,Japan,1808,36.4
1580,Jordan,1808,31.7
1581,Kazakhstan,1808,26.2
1582,Kenya,1808,25.5
1583,Kiribati,1808,24.9
1584,Kuwait,1808,26.0
1585,Kyrgyz Republic,1808,23.9
1586,Lao,1808,31.9
1587,Latvia,1808,33.0
1588,Lebanon,1808,29.7
1589,Lesotho,1808,32.8
1590,Liberia,1808,31.1
1591,Libya,1808,33.1
1592,Lithuania,1808,28.9
1593,Luxembourg,1808,36.9
1594,"Macedonia, FYR",1808,36.1
1595,Madagascar,1808,30.5
1596,Malawi,1808,30.3
1597,Malaysia,1808,30.6
1598,Maldives,1808,32.6
1599,Mali,1808,26.4
1600,Malta,1808,28.7
1601,Marshall Islands,1808,
1602,Mauritania,1808,32.0
1603,Mauritius,1808,28.7
1604,Mexico,1808,26.9
1605,"Micronesia, Fed. Sts.",1808,26.7
1606,Moldova,1808,33.1
1607,Mongolia,1808,31.8
1608,Montenegro,1808,35.4
1609,Morocco,1808,33.1
1610,Mozambique,1808,30.3
1611,Myanmar,1808,30.8
1612,Namibia,1808,32.4
1613,Nepal,1808,32.8
1614,Netherlands,1808,39.9
1615,New Zealand,1808,34.0
1616,Nicaragua,1808,25.4
1617,Niger,1808,30.8
1618,Nigeria,1808,30.4
1619,North Korea,1808,26.0
1620,Norway,1808,37.3
1621,Oman,1808,32.3
1622,Pakistan,1808,25.8
1623,Palestine,1808,32.1
1624,Panama,1808,32.9
1625,Papua New Guinea,1808,31.5
1626,Paraguay,1808,35.5
1627,Peru,1808,35.7
1628,Philippines,1808,30.9
1629,Poland,1808,35.9
1630,Portugal,1808,35.6
1631,Qatar,1808,30.8
1632,Romania,1808,35.7
1633,Russia,1808,29.6
1634,Rwanda,1808,31.8
1635,Samoa,1808,25.4
1636,Sao Tome and Principe,1808,31.0
1637,Saudi Arabia,1808,32.1
1638,Senegal,1808,25.2
1639,Serbia,1808,35.5
1640,Seychelles,1808,37.0
1641,Sierra Leone,1808,25.1
1642,Singapore,1808,29.1
1643,Slovak Republic,1808,36.4
1644,Slovenia,1808,36.6
1645,Solomon Islands,1808,25.1
1646,Somalia,1808,29.4
1647,South Africa,1808,33.5
1648,South Korea,1808,25.8
1649,South Sudan,1808,26.7
1650,Spain,1808,29.5
1651,Sri Lanka,1808,32.6
1652,St. Lucia,1808,28.0
1653,St. Vincent and the Grenadines,1808,26.0
1654,Sudan,1808,31.4
1655,Suriname,1808,32.9
1656,Swaziland,1808,32.3
1657,Sweden,1808,30.1
1658,Switzerland,1808,38.0
1659,Syria,1808,31.1
1660,Tajikistan,1808,24.2
1661,Tanzania,1808,32.2
1662,Thailand,1808,30.4
1663,Timor-Leste,1808,28.9
1664,Togo,1808,31.3
1665,Tonga,1808,28.2
1666,Trinidad and Tobago,1808,32.9
1667,Tunisia,1808,28.8
1668,Turkey,1808,35.0
1669,Turkmenistan,1808,24.0
1670,Uganda,1808,25.3
1671,Ukraine,1808,36.6
1672,United Arab Emirates,1808,30.7
1673,United Kingdom,1808,40.4
1674,United States,1808,39.4
1675,Uruguay,1808,32.9
1676,Uzbekistan,1808,26.9
1677,Vanuatu,1808,24.3
1678,Venezuela,1808,32.2
1679,Vietnam,1808,32.0
1680,Yemen,1808,23.4
1681,Zambia,1808,32.6
1682,Zimbabwe,1808,33.7
1683,Afghanistan,1809,28.1
1684,Albania,1809,35.4
1685,Algeria,1809,28.8
1686,Andorra,1809,
1687,Angola,1809,27.0
1688,Antigua and Barbuda,1809,33.5
1689,Argentina,1809,33.2
1690,Armenia,1809,34.0
1691,Australia,1809,34.0
1692,Austria,1809,34.4
1693,Azerbaijan,1809,29.2
1694,Bahamas,1809,35.2
1695,Bahrain,1809,30.3
1696,Bangladesh,1809,25.5
1697,Barbados,1809,32.1
1698,Belarus,1809,36.2
1699,Belgium,1809,40.1
1700,Belize,1809,26.5
1701,Benin,1809,31.0
1702,Bhutan,1809,28.8
1703,Bolivia,1809,33.0
1704,Bosnia and Herzegovina,1809,35.1
1705,Botswana,1809,33.6
1706,Brazil,1809,32.0
1707,Brunei,1809,29.2
1708,Bulgaria,1809,36.2
1709,Burkina Faso,1809,29.2
1710,Burundi,1809,31.5
1711,Cambodia,1809,35.0
1712,Cameroon,1809,28.8
1713,Canada,1809,39.0
1714,Cape Verde,1809,33.8
1715,Central African Republic,1809,30.0
1716,Chad,1809,30.9
1717,Chile,1809,32.0
1718,China,1809,32.0
1719,Colombia,1809,32.0
1720,Comoros,1809,32.1
1721,"Congo, Dem. Rep.",1809,31.6
1722,"Congo, Rep.",1809,32.7
1723,Costa Rica,1809,30.2
1724,Cote d'Ivoire,1809,31.2
1725,Croatia,1809,36.1
1726,Cuba,1809,33.5
1727,Cyprus,1809,38.5
1728,Czech Republic,1809,35.0
1729,Denmark,1809,39.2
1730,Djibouti,1809,29.9
1731,Dominica,1809,
1732,Dominican Republic,1809,29.9
1733,Ecuador,1809,32.9
1734,Egypt,1809,33.0
1735,El Salvador,1809,28.7
1736,Equatorial Guinea,1809,29.8
1737,Eritrea,1809,30.2
1738,Estonia,1809,34.7
1739,Ethiopia,1809,29.7
1740,Fiji,1809,26.1
1741,Finland,1809,13.4
1742,France,1809,35.0
1743,Gabon,1809,30.6
1744,Gambia,1809,28.8
1745,Georgia,1809,31.9
1746,Germany,1809,38.4
1747,Ghana,1809,28.0
1748,Greece,1809,36.6
1749,Grenada,1809,31.4
1750,Guatemala,1809,25.8
1751,Guinea,1809,29.6
1752,Guinea-Bissau,1809,32.0
1753,Guyana,1809,31.1
1754,Haiti,1809,29.0
1755,Honduras,1809,33.9
1756,Hungary,1809,36.0
1757,Iceland,1809,40.4
1758,India,1809,25.4
1759,Indonesia,1809,30.0
1760,Iran,1809,25.6
1761,Iraq,1809,31.2
1762,Ireland,1809,38.3
1763,Israel,1809,32.0
1764,Italy,1809,29.7
1765,Jamaica,1809,34.2
1766,Japan,1809,36.4
1767,Jordan,1809,31.7
1768,Kazakhstan,1809,26.2
1769,Kenya,1809,25.5
1770,Kiribati,1809,24.9
1771,Kuwait,1809,26.0
1772,Kyrgyz Republic,1809,23.9
1773,Lao,1809,31.9
1774,Latvia,1809,33.0
1775,Lebanon,1809,29.7
1776,Lesotho,1809,32.8
1777,Liberia,1809,31.1
1778,Libya,1809,33.1
1779,Lithuania,1809,28.9
1780,Luxembourg,1809,36.9
1781,"Macedonia, FYR",1809,36.1
1782,Madagascar,1809,30.5
1783,Malawi,1809,30.3
1784,Malaysia,1809,30.6
1785,Maldives,1809,32.6
1786,Mali,1809,26.4
1787,Malta,1809,28.7
1788,Marshall Islands,1809,
1789,Mauritania,1809,32.0
1790,Mauritius,1809,28.7
1791,Mexico,1809,26.9
1792,"Micronesia, Fed. Sts.",1809,26.7
1793,Moldova,1809,33.1
1794,Mongolia,1809,31.8
1795,Montenegro,1809,35.4
1796,Morocco,1809,33.1
1797,Mozambique,1809,30.3
1798,Myanmar,1809,30.8
1799,Namibia,1809,32.4
1800,Nepal,1809,32.8
1801,Netherlands,1809,39.9
1802,New Zealand,1809,34.0
1803,Nicaragua,1809,25.4
1804,Niger,1809,30.8
1805,Nigeria,1809,30.4
1806,North Korea,1809,26.0
1807,Norway,1809,27.2
1808,Oman,1809,32.3
1809,Pakistan,1809,25.8
1810,Palestine,1809,32.1
1811,Panama,1809,32.9
1812,Papua New Guinea,1809,31.5
1813,Paraguay,1809,35.5
1814,Peru,1809,35.7
1815,Philippines,1809,30.9
1816,Poland,1809,35.9
1817,Portugal,1809,35.6
1818,Qatar,1809,30.8
1819,Romania,1809,35.7
1820,Russia,1809,29.6
1821,Rwanda,1809,31.8
1822,Samoa,1809,25.4
1823,Sao Tome and Principe,1809,31.0
1824,Saudi Arabia,1809,32.1
1825,Senegal,1809,25.2
